Domain,Keyword,Category,Market Logic
bot.tech,bot,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
net.tech,net,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
web.tech,web,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
hub.tech,hub,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
log.tech,log,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
dev.tech,dev,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
mac.tech,mac,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
win.tech,win,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
doc.tech,doc,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
tag.tech,tag,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bit.tech,bit,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bug.tech,bug,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
fix.tech,fix,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
run.tech,run,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
job.tech,job,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pod.tech,pod,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
tab.tech,tab,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
zip.tech,zip,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
ram.tech,ram,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pin.tech,pin,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
key.tech,key,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
map.tech,map,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
box.tech,box,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pad.tech,pad,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pen.tech,pen,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
cam.tech,cam,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
mic.tech,mic,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
sim.tech,sim,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
led.tech,led,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
fax.tech,fax,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
mix.tech,mix,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
max.tech,max,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
tap.tech,tap,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
git.tech,git,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
hex.tech,hex,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bin.tech,bin,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
lab.tech,lab,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
dat.tech,dat,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
var.tech,var,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
dir.tech,dir,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
put.tech,put,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
get.tech,get,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pop.tech,pop,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bus.tech,bus,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
pay.tech,pay,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
buy.tech,buy,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bid.tech,bid,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
top.tech,top,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
vip.tech,vip,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
zen.tech,zen,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
gen.tech,gen,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
mod.tech,mod,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
biz.tech,biz,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bab.tech,bab,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bac.tech,bac,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bad.tech,bad,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
baf.tech,baf,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bag.tech,bag,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bah.tech,bah,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
baj.tech,baj,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bak.tech,bak,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bal.tech,bal,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bam.tech,bam,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
ban.tech,ban,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bap.tech,bap,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
baq.tech,baq,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bar.tech,bar,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bas.tech,bas,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bat.tech,bat,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bav.tech,bav,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
baw.tech,baw,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bax.tech,bax,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bay.tech,bay,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
baz.tech,baz,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
beb.tech,beb,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bec.tech,bec,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bed.tech,bed,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bef.tech,bef,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
beg.tech,beg,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
beh.tech,beh,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bej.tech,bej,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bek.tech,bek,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bel.tech,bel,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bem.tech,bem,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
ben.tech,ben,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bep.tech,bep,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
beq.tech,beq,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
ber.tech,ber,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bes.tech,bes,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bet.tech,bet,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
bev.tech,bev,CVC Brandable - Batch 1,"Short, memorable 3-letter CVC pattern, highly valuable"
